Pulse,Temperature,Time,Place,Outcome
53,37.4,11:00,Not Home,Win
101,37.4,18:00,Home,Win
57,37.2,8:00,Not Home,Lose
112,36.2,5:00,Home,Lose
95,35.1,20:00,Home,Win
84,39.5,21:00,Home,Win
52,36.7,15:00,Not Home,Win
103,37.2,23:00,Not Home,Lose
73,39.4,7:00,Not Home,Lose
98,36,0:00,Not Home,Lose
119,37.6,4:00,Not Home,Lose
55,37,2:00,Not Home,Lose
68,36.8,4:00,Not Home,Lose
62,36.5,20:00,Not Home,Win
64,39.2,22:00,Not Home,Lose
53,35.4,1:00,Not Home,Lose
71,39.4,11:00,Not Home,Lose
96,36.6,17:00,Home,Win
110,37.8,1:00,Home,Lose
86,37.1,6:00,Home,Win
59,38.5,1:00,Not Home,Lose
113,37.9,23:00,Home,Lose
72,36.6,13:00,Not Home,Win
94,36.1,4:00,Not Home,Lose
117,38.5,3:00,Home,Lose
76,38.5,15:00,Not Home,Lose
59,36.1,20:00,Home,Win
101,35.8,3:00,Not Home,Lose
117,35.4,21:00,Not Home,Lose
55,36.4,14:00,Not Home,Win
75,38.4,6:00,Not Home,Lose
52,38,8:00,Home,Win
67,37.7,1:00,Home,Win
103,35.6,10:00,Home,Win
74,37.9,3:00,Not Home,Lose
92,39.3,1:00,Not Home,Lose
112,35.8,0:00,Not Home,Lose
95,37,11:00,Home,Win
70,39.5,11:00,Home,Win
119,37.1,10:00,Not Home,Lose
78,36.3,12:00,Home,Win
60,38.4,9:00,Home,Lose
73,39.2,1:00,Home,Lose
83,37.9,22:00,Not Home,Lose
107,37.9,0:00,Home,Win
70,37.8,5:00,Not Home,Lose
78,36.1,8:00,Home,Win
114,38.8,5:00,Home,Lose
113,39,15:00,Home,Lose
89,38.2,0:00,Home,Lose
80,36.9,8:00,Home,Win
101,35.7,16:00,Not Home,Win
89,39,21:00,Not Home,Lose
99,38.9,17:00,Home,Win
119,38.1,9:00,Home,Lose
65,35.8,18:00,Not Home,Win
108,38.5,12:00,Not Home,Lose
80,38.7,1:00,Not Home,Lose
85,39.2,18:00,Home,Win
66,36.8,22:00,Home,Win
100,37.3,10:00,Home,Win
97,38.8,11:00,Home,Win
103,38.5,20:00,Home,Win
53,38.9,23:00,Not Home,Lose
53,35.8,17:00,Home,Win
97,37.4,22:00,Not Home,Win
73,39.3,23:00,Not Home,Lose
70,38.6,1:00,Not Home,Lose
93,39,5:00,Home,Lose
66,36.6,19:00,Home,Win
94,39.1,10:00,Home,Win
50,35.3,3:00,Not Home,Lose
118,35.1,18:00,Home,Lose
89,37.3,3:00,Not Home,Lose
61,35.3,0:00,Not Home,Lose
59,36.8,4:00,Home,Win
77,35.6,4:00,Home,Win
63,39.5,16:00,Home,Win
88,38.8,13:00,Home,Win
72,37.5,0:00,Home,Win
85,36.2,12:00,Not Home,Win
73,36.2,1:00,Not Home,Lose
101,35.8,2:00,Home,Win
114,35.9,15:00,Not Home,Lose
100,39.4,5:00,Home,Lose
81,37.4,21:00,Home,Win
112,35.4,1:00,Home,Lose
53,35.8,23:00,Not Home,Lose
77,36.5,22:00,Home,Win
95,39,5:00,Not Home,Lose
51,36.8,8:00,Not Home,Lose
106,35.5,0:00,Home,Win
79,38.3,12:00,Home,Win
55,37.2,18:00,Home,Win
107,37.1,4:00,Not Home,Lose
57,35.4,8:00,Not Home,Lose
74,37.2,14:00,Not Home,Win
114,35.9,5:00,Not Home,Lose
106,37.3,3:00,Home,Win
65,35.6,6:00,Home,Win
71,35.3,17:00,Home,Win
83,39,21:00,Home,Win
64,35.6,15:00,Home,Win
98,38.9,18:00,Not Home,Lose
63,37.7,20:00,Not Home,Lose
80,36,1:00,Home,Win
78,37.6,16:00,Not Home,Win
60,37.5,23:00,Home,Win
70,39.3,12:00,Home,Win
85,36.7,5:00,Not Home,Lose
108,39.6,20:00,Home,Win
71,39.5,12:00,Not Home,Lose
87,38.3,2:00,Not Home,Lose
50,37,18:00,Not Home,Win
70,35.9,23:00,Home,Win
108,38.3,11:00,Home,Win
71,39.3,10:00,Not Home,Lose
103,36.4,21:00,Not Home,Win
91,37.5,6:00,Not Home,Lose
76,36.4,10:00,Not Home,Win
93,38.1,14:00,Home,Win
114,36.5,23:00,Home,Lose
103,37.4,6:00,Home,Win
78,37.8,21:00,Not Home,Lose
59,38.3,22:00,Not Home,Lose
105,39,6:00,Home,Lose
93,35.6,13:00,Not Home,Win
98,37.4,3:00,Home,Win
113,35.1,9:00,Home,Lose
97,35,9:00,Not Home,Lose
52,36.2,0:00,Not Home,Lose
103,37.1,11:00,Home,Win
61,39.4,23:00,Home,Lose
91,38.4,17:00,Home,Win
99,36.9,23:00,Not Home,Lose
96,35.8,8:00,Not Home,Lose
105,39.1,2:00,Not Home,Lose
91,35.9,2:00,Not Home,Lose
80,38.4,15:00,Home,Win
95,37.7,10:00,Home,Win
94,38.7,3:00,Home,Lose
102,36,17:00,Home,Win
79,37.5,21:00,Home,Win
114,35.3,19:00,Home,Lose
81,38.2,13:00,Not Home,Lose
89,38,1:00,Home,Win
79,38.8,7:00,Not Home,Lose
75,37.7,15:00,Home,Win
70,39.1,18:00,Not Home,Lose
75,35.9,1:00,Not Home,Lose
102,38.8,15:00,Home,Win
69,39.6,19:00,Not Home,Lose
62,36,6:00,Not Home,Lose
66,38.9,1:00,Not Home,Lose
66,36.6,19:00,Home,Win
56,35.3,17:00,Not Home,Win
52,37,3:00,Not Home,Lose
71,35.9,11:00,Not Home,Win
88,38.2,23:00,Home,Lose
52,36.1,22:00,Home,Win
92,38.5,8:00,Not Home,Lose
91,38.9,13:00,Home,Win
67,39.4,16:00,Home,Win
108,38.2,18:00,Home,Win
84,35.4,11:00,Not Home,Win
99,36.4,11:00,Home,Win
71,39.2,19:00,Home,Win
60,38.7,18:00,Home,Win
78,35.8,9:00,Home,Win
93,35.9,10:00,Not Home,Win
54,38.8,8:00,Not Home,Lose
55,36.1,20:00,Not Home,Win
96,39.4,23:00,Home,Lose
98,35.4,5:00,Not Home,Lose
52,38.5,20:00,Not Home,Lose
98,35.1,19:00,Home,Win
104,38.3,0:00,Home,Lose
100,38.9,1:00,Home,Lose
83,36.6,17:00,Home,Win
111,36.3,12:00,Not Home,Lose
65,36.2,16:00,Not Home,Win
84,36.7,6:00,Not Home,Lose
106,38.4,4:00,Not Home,Lose
61,36.4,12:00,Not Home,Win
82,38.4,18:00,Home,Win
113,38.4,18:00,Home,Lose
84,36.1,6:00,Not Home,Lose
106,37.1,9:00,Home,Win
79,35.1,16:00,Home,Win
81,36.7,2:00,Not Home,Lose
113,37.6,23:00,Not Home,Lose
101,36,6:00,Home,Win
108,37.9,3:00,Not Home,Lose
65,37.5,17:00,Home,Win
99,37.9,15:00,Home,Win
86,36.9,7:00,Not Home,Lose
83,35,20:00,Not Home,Win
50,36.4,23:00,Not Home,Lose
85,36.9,11:00,Not Home,Win
74,37.2,8:00,Not Home,Lose
101,38.4,10:00,Home,Win
93,39,15:00,Home,Win
84,39.1,1:00,Not Home,Lose
55,36.6,7:00,Not Home,Lose
70,37.8,8:00,Home,Win
79,35.9,6:00,Home,Win
55,35.2,3:00,Not Home,Lose
52,36.3,10:00,Home,Win
52,36.6,22:00,Not Home,Win
94,35.8,22:00,Home,Win
96,35.5,15:00,Not Home,Win
88,36,5:00,Not Home,Lose
90,35.2,14:00,Home,Win
78,38.1,9:00,Not Home,Lose
64,35.3,21:00,Home,Win
71,35.8,5:00,Home,Win
77,37.7,4:00,Not Home,Lose
111,35.3,11:00,Home,Lose
77,39.4,18:00,Not Home,Lose
70,36.1,6:00,Not Home,Lose
64,37.4,18:00,Not Home,Win
103,38.1,0:00,Not Home,Lose
96,38.3,1:00,Not Home,Lose
87,36.1,21:00,Not Home,Win
60,37.2,11:00,Home,Win
102,36.3,14:00,Home,Win
79,36.6,10:00,Home,Win
53,37.5,22:00,Home,Win
107,35,2:00,Home,Win
107,38.9,21:00,Not Home,Lose
70,35.5,16:00,Home,Win
74,35.4,15:00,Home,Win
63,37.1,12:00,Home,Win
70,39,21:00,Not Home,Lose
54,39.1,13:00,Home,Win
111,36.4,12:00,Home,Lose
81,36.6,16:00,Home,Win
69,36.8,8:00,Not Home,Lose
117,39,4:00,Home,Lose
80,38.6,21:00,Not Home,Lose
83,38.8,18:00,Not Home,Lose
96,37.2,0:00,Home,Win
59,37.8,6:00,Home,Win
114,36.2,16:00,Not Home,Lose
80,39,23:00,Home,Lose
102,36.9,1:00,Home,Win
53,37.4,7:00,Not Home,Lose
75,37.3,3:00,Not Home,Lose
89,36.8,20:00,Home,Win
74,38,8:00,Home,Win
73,37.3,3:00,Not Home,Lose
110,38.4,21:00,Home,Lose
96,37.9,7:00,Not Home,Lose
97,37.5,19:00,Not Home,Win
91,36.1,3:00,Not Home,Lose
114,36.8,16:00,Home,Lose
71,39.5,13:00,Not Home,Lose
58,37.2,6:00,Not Home,Lose
59,35.8,22:00,Home,Win
98,37,1:00,Home,Win
111,39.1,3:00,Home,Lose
105,37.6,17:00,Not Home,Win
119,35.4,14:00,Home,Lose
66,39.2,5:00,Not Home,Lose
98,36.9,5:00,Home,Win
119,36.3,19:00,Home,Lose
103,36.4,22:00,Not Home,Win
101,38,15:00,Home,Win
94,35.5,9:00,Home,Win
85,39.2,18:00,Home,Win
97,39,18:00,Home,Win
91,37.1,22:00,Home,Win
81,37.3,10:00,Home,Win
85,36.9,13:00,Home,Win
108,38.4,22:00,Home,Win
87,35.2,6:00,Not Home,Lose
90,36.4,14:00,Home,Win
83,36,4:00,Home,Win
62,36.7,6:00,Home,Win
58,37,7:00,Not Home,Lose
90,38.7,2:00,Not Home,Lose
85,35.7,3:00,Home,Win
102,38.6,3:00,Home,Lose
57,36.8,7:00,Home,Win
78,36.3,21:00,Home,Win
117,38.3,10:00,Not Home,Lose
75,36.4,13:00,Home,Win
95,38.7,0:00,Home,Lose
50,38.2,0:00,Home,Lose
95,38.9,13:00,Home,Win
101,39.5,21:00,Not Home,Lose
59,38.9,5:00,Not Home,Lose
80,36.4,10:00,Not Home,Win
65,36.6,10:00,Not Home,Win
72,38.1,1:00,Home,Lose
92,37.5,0:00,Not Home,Lose
87,36.8,20:00,Home,Win
88,38.9,4:00,Not Home,Lose
74,36.4,7:00,Home,Win
112,37.1,4:00,Home,Lose
118,35,7:00,Home,Lose
95,35.7,20:00,Not Home,Win
114,36.8,19:00,Not Home,Lose
116,39.1,17:00,Not Home,Lose
56,37.9,16:00,Not Home,Win
78,36.6,18:00,Home,Win
109,39.2,16:00,Not Home,Lose
57,35.4,3:00,Home,Win
92,37.1,0:00,Home,Win
88,38.9,12:00,Not Home,Lose
110,37.1,5:00,Home,Lose
92,35.2,13:00,Not Home,Win
61,39.4,9:00,Home,Lose
117,35.8,19:00,Home,Lose
119,39.1,6:00,Not Home,Lose
58,35.2,15:00,Home,Win
57,38.1,4:00,Not Home,Lose
67,38.7,6:00,Home,Lose
50,39,18:00,Home,Win
106,36.8,17:00,Home,Win
109,35.4,7:00,Not Home,Lose
80,35.8,22:00,Not Home,Win
76,37.8,5:00,Home,Win
56,36.5,9:00,Home,Win
84,37,13:00,Not Home,Win
64,38.7,6:00,Not Home,Lose
51,35.5,5:00,Not Home,Lose
76,36.7,20:00,Not Home,Win
90,37,7:00,Home,Win
101,35.3,14:00,Not Home,Win
50,35.3,8:00,Not Home,Lose
94,35.7,1:00,Home,Win
110,37.8,0:00,Home,Lose
82,36.8,16:00,Not Home,Win
72,38.1,11:00,Not Home,Lose
87,35.1,23:00,Home,Win
110,37.1,11:00,Not Home,Lose
58,35.9,5:00,Not Home,Lose
75,36,4:00,Not Home,Lose
79,35.5,21:00,Not Home,Win
111,39.3,19:00,Not Home,Lose
53,36.7,8:00,Not Home,Lose
111,39.5,18:00,Home,Lose
109,36.9,8:00,Not Home,Lose
100,36.1,21:00,Not Home,Win
96,39.3,1:00,Not Home,Lose
62,39.1,15:00,Not Home,Lose
115,39,12:00,Home,Lose
97,36.7,10:00,Home,Win
87,35.5,19:00,Not Home,Win
58,36.9,19:00,Not Home,Win
78,37.9,3:00,Home,Win
67,38.6,3:00,Home,Lose
68,36.7,20:00,Home,Win
111,35,19:00,Not Home,Lose
93,37.4,16:00,Not Home,Win
99,38.2,11:00,Home,Win
84,37.4,9:00,Not Home,Lose
73,38.1,12:00,Not Home,Lose
104,39.3,1:00,Home,Lose
67,37.8,14:00,Not Home,Win
63,37.4,12:00,Not Home,Win
54,38.4,2:00,Not Home,Lose
118,36.9,4:00,Not Home,Lose
117,36.4,21:00,Home,Lose
108,37.3,12:00,Home,Win
111,39.6,3:00,Home,Lose
50,37.6,10:00,Home,Win
51,36.6,20:00,Home,Win
84,39,19:00,Not Home,Lose
104,35.6,0:00,Not Home,Lose
89,39.2,19:00,Not Home,Lose
88,36,21:00,Not Home,Win
76,38.1,6:00,Not Home,Lose
111,35.3,5:00,Home,Lose
103,35.9,1:00,Home,Win
101,37.9,13:00,Not Home,Lose
116,37.6,22:00,Not Home,Lose
53,37.3,15:00,Home,Win
106,37.5,14:00,Not Home,Win
60,38.2,20:00,Not Home,Lose
57,39.4,3:00,Not Home,Lose
82,37.3,6:00,Home,Win
116,37.3,13:00,Home,Lose
85,35.8,9:00,Not Home,Lose
54,36.3,8:00,Not Home,Lose
101,37,2:00,Home,Win
74,35.3,2:00,Not Home,Lose
102,38.6,7:00,Home,Lose
89,36,20:00,Home,Win
69,37.5,8:00,Home,Win
100,35.2,8:00,Home,Win
85,38.9,16:00,Not Home,Lose
83,35.2,12:00,Home,Win
116,35.9,2:00,Home,Lose
57,35.1,5:00,Not Home,Lose
51,35.9,5:00,Home,Win
62,36.6,23:00,Home,Win
73,39.6,18:00,Home,Win
69,35.1,8:00,Not Home,Lose
65,36.8,4:00,Not Home,Lose
112,38.6,18:00,Not Home,Lose
67,36.3,14:00,Not Home,Win
107,36.3,1:00,Not Home,Lose
75,37,17:00,Not Home,Win
95,35.6,17:00,Home,Win
95,36.5,14:00,Not Home,Win
66,38.8,17:00,Not Home,Lose
65,37.1,16:00,Not Home,Win
86,36.3,20:00,Home,Win
119,37.9,20:00,Not Home,Lose
57,39.4,11:00,Not Home,Lose
89,35.5,19:00,Home,Win
60,37.4,19:00,Not Home,Win
87,36.5,18:00,Home,Win
61,36.7,17:00,Not Home,Win
63,38,16:00,Not Home,Lose
117,35.6,1:00,Not Home,Lose
79,35.2,11:00,Home,Win
58,35.2,11:00,Home,Win
95,37.4,18:00,Home,Win
52,35.7,15:00,Not Home,Win
72,36.1,7:00,Not Home,Lose
59,36.6,11:00,Home,Win
87,36.7,20:00,Home,Win
93,37.8,20:00,Not Home,Lose
77,39.2,16:00,Home,Win
117,38.9,17:00,Not Home,Lose
110,37.6,17:00,Not Home,Lose
97,36.8,7:00,Home,Win
82,39.1,8:00,Not Home,Lose
105,37.4,12:00,Not Home,Win
80,35.1,2:00,Not Home,Lose
108,35.8,11:00,Home,Win
67,35.3,20:00,Not Home,Win
116,38.6,11:00,Not Home,Lose
98,38.7,17:00,Home,Win
67,39.6,11:00,Home,Win
87,37.3,20:00,Not Home,Win
83,39.1,6:00,Home,Lose
109,36.1,4:00,Not Home,Lose
62,39.1,14:00,Not Home,Lose
68,37.4,11:00,Not Home,Win
117,36.4,18:00,Not Home,Lose
76,38.3,13:00,Not Home,Lose
66,39.4,4:00,Not Home,Lose
91,36.1,17:00,Home,Win
88,36.6,17:00,Home,Win
54,37.9,8:00,Home,Win
71,37.4,22:00,Home,Win
107,35.4,15:00,Home,Win
58,36,0:00,Not Home,Lose
92,35.8,9:00,Home,Win
54,37.3,8:00,Not Home,Lose
67,38.4,7:00,Not Home,Lose
81,36.3,9:00,Home,Win
111,35.8,5:00,Home,Lose
87,39,7:00,Home,Lose
59,37.2,13:00,Home,Win
117,36.5,1:00,Home,Lose
97,37.1,10:00,Not Home,Win
116,38.9,14:00,Home,Lose
99,36.1,23:00,Not Home,Lose
105,38.2,11:00,Not Home,Lose
55,36.5,18:00,Not Home,Win
117,39.1,21:00,Home,Lose
72,36.4,13:00,Not Home,Win
51,35.8,11:00,Home,Win
108,39.1,4:00,Not Home,Lose
112,37.9,17:00,Home,Lose
64,36.6,14:00,Not Home,Win
101,36.4,8:00,Not Home,Lose
109,39.2,23:00,Not Home,Lose
113,38,17:00,Home,Lose
57,39.2,15:00,Not Home,Lose
106,39.5,13:00,Home,Win
95,39.3,4:00,Home,Lose
78,39.2,10:00,Not Home,Lose
58,35.9,7:00,Home,Win
79,37,16:00,Home,Win
58,38.9,7:00,Home,Lose
92,35.2,2:00,Not Home,Lose
51,38.4,13:00,Home,Win
114,38.2,6:00,Home,Lose
64,35.3,15:00,Home,Win
69,36.5,9:00,Home,Win
98,35.7,3:00,Home,Win
107,39.3,14:00,Not Home,Lose
85,36.8,2:00,Home,Win
50,38.4,22:00,Not Home,Lose
76,38.5,15:00,Not Home,Lose
112,38.5,1:00,Home,Lose
94,39.1,22:00,Not Home,Lose
68,38.6,18:00,Home,Win
88,36.2,22:00,Not Home,Win
79,35.6,13:00,Home,Win
115,35.6,13:00,Not Home,Lose
114,35.3,1:00,Not Home,Lose
83,39.4,6:00,Home,Lose
84,36.2,14:00,Home,Win
112,36.5,9:00,Not Home,Lose
56,39.5,12:00,Not Home,Lose
52,38.5,13:00,Home,Win
77,38.3,7:00,Home,Lose
51,37.4,11:00,Home,Win
101,36.7,11:00,Home,Win
95,38.1,12:00,Home,Win
110,38.7,19:00,Home,Lose
100,35.7,15:00,Not Home,Win
52,36.9,20:00,Not Home,Win
117,38.4,19:00,Not Home,Lose
72,35.8,16:00,Not Home,Win
58,37.8,7:00,Home,Win
56,36.7,7:00,Home,Win
67,37.5,17:00,Home,Win
69,35.4,7:00,Not Home,Lose
99,38,17:00,Not Home,Lose
66,38,19:00,Not Home,Lose
80,36.8,8:00,Home,Win
98,39.2,13:00,Not Home,Lose
89,36.2,20:00,Not Home,Win
97,36.8,16:00,Home,Win
82,36.1,4:00,Not Home,Lose
50,36.8,1:00,Not Home,Lose
114,35.9,21:00,Not Home,Lose
84,35.8,2:00,Home,Win
100,38.2,1:00,Not Home,Lose
105,38.3,18:00,Home,Win
82,36.5,22:00,Not Home,Win
54,38.1,13:00,Not Home,Lose
65,35.8,8:00,Home,Win
85,35.4,0:00,Home,Win
98,35.2,2:00,Home,Win
105,38,21:00,Home,Win
68,39.6,4:00,Not Home,Lose
100,36.7,23:00,Not Home,Lose
66,36.8,3:00,Home,Win
56,38.8,13:00,Not Home,Lose
81,37.8,18:00,Not Home,Win
91,36.1,23:00,Not Home,Lose
97,36.4,14:00,Not Home,Win
76,38.9,21:00,Home,Win
99,38.9,10:00,Not Home,Lose
100,37.9,14:00,Not Home,Lose
69,39.5,14:00,Home,Win
57,39,8:00,Home,Lose
52,37.1,11:00,Home,Win
83,37.3,13:00,Home,Win
100,38.5,0:00,Not Home,Lose
110,38.8,19:00,Home,Lose
86,35.2,13:00,Not Home,Win
54,36.1,13:00,Not Home,Win
112,38.5,15:00,Not Home,Lose
71,36.2,11:00,Not Home,Win
112,37.4,14:00,Not Home,Lose
90,36,21:00,Not Home,Win
87,39,5:00,Home,Lose
97,35.3,10:00,Not Home,Win
100,35.4,21:00,Not Home,Win
73,39,6:00,Home,Lose
58,39,12:00,Not Home,Lose
90,35.1,11:00,Home,Win
72,38.5,21:00,Home,Win
57,37.6,15:00,Home,Win
60,36.7,21:00,Home,Win
113,36,19:00,Not Home,Lose
114,35.3,19:00,Not Home,Lose
83,38.4,12:00,Not Home,Lose
115,37,0:00,Home,Lose
65,36.9,17:00,Home,Win
50,38.3,13:00,Home,Win
60,39.1,19:00,Home,Win
85,35.7,20:00,Not Home,Win
99,35.6,20:00,Home,Win
100,36.7,2:00,Home,Win
105,35.7,23:00,Home,Win
67,35.4,12:00,Home,Win
80,37.2,14:00,Not Home,Win
101,37,18:00,Home,Win
110,35.9,0:00,Home,Lose
68,39.1,12:00,Home,Win
112,37.2,3:00,Home,Lose
70,38.2,10:00,Not Home,Lose
73,38.6,20:00,Not Home,Lose
107,39,14:00,Home,Win
111,38.6,10:00,Not Home,Lose
111,37.2,20:00,Home,Lose
51,37.9,9:00,Not Home,Lose
116,36.6,22:00,Home,Lose
56,36.8,10:00,Home,Win
58,36.7,23:00,Not Home,Lose
74,35.9,17:00,Not Home,Win
112,39.4,15:00,Not Home,Lose
57,35.3,23:00,Home,Win
56,38.1,3:00,Home,Lose
111,37.5,16:00,Home,Lose
77,37.9,13:00,Home,Win
87,38.7,5:00,Not Home,Lose
97,36.8,4:00,Home,Win
50,37.8,23:00,Home,Win
94,38.4,9:00,Not Home,Lose
87,38.5,7:00,Not Home,Lose
102,37.8,23:00,Home,Win
114,39.1,5:00,Home,Lose
109,37.7,13:00,Home,Win
107,36,8:00,Not Home,Lose
61,36.5,9:00,Not Home,Lose
88,38.2,15:00,Home,Win
81,39.1,5:00,Home,Lose
82,36.7,0:00,Not Home,Lose
102,35.4,11:00,Home,Win
59,39.3,17:00,Home,Win
57,39.6,13:00,Home,Win
73,39.4,21:00,Not Home,Lose
68,38.6,23:00,Home,Lose
58,38.9,17:00,Home,Win
88,35.9,23:00,Home,Win
98,35.7,1:00,Not Home,Lose
105,35.6,0:00,Not Home,Lose
81,35.3,16:00,Not Home,Win
75,38.4,21:00,Home,Win
65,36.5,18:00,Not Home,Win
94,37.5,14:00,Not Home,Win
93,36.6,0:00,Not Home,Lose
99,37.3,7:00,Home,Win
67,36,0:00,Not Home,Lose
59,36.4,7:00,Not Home,Lose
108,38.7,21:00,Not Home,Lose
51,36.1,1:00,Not Home,Lose
109,39.3,3:00,Home,Lose
119,36.4,9:00,Home,Lose
57,37.4,20:00,Not Home,Win
106,37.7,15:00,Home,Win
113,38,10:00,Not Home,Lose
53,38.2,0:00,Not Home,Lose
51,35.2,17:00,Home,Win
90,35.8,20:00,Home,Win
78,38.8,10:00,Not Home,Lose
87,37.2,18:00,Not Home,Win
105,36.6,23:00,Home,Win
114,38.1,1:00,Home,Lose
54,35.9,7:00,Home,Win
66,38.4,18:00,Not Home,Lose
54,37,8:00,Not Home,Lose
90,36.8,22:00,Home,Win
56,35.6,4:00,Home,Win
76,37.4,5:00,Not Home,Lose
96,36.6,3:00,Not Home,Lose
70,37.7,23:00,Not Home,Lose
116,35.6,11:00,Not Home,Lose
97,38.1,22:00,Home,Win
111,37.5,12:00,Home,Lose
88,37.9,3:00,Not Home,Lose
96,36.3,20:00,Not Home,Win
102,38.9,7:00,Not Home,Lose
100,37.4,0:00,Home,Win
103,37.7,23:00,Home,Win
98,35.6,22:00,Not Home,Win
109,38.1,1:00,Home,Lose
110,38.3,21:00,Not Home,Lose
103,36.7,6:00,Home,Win
68,39.4,21:00,Home,Win
109,36,21:00,Home,Win
94,35.6,8:00,Home,Win
102,36.7,12:00,Not Home,Win
78,35.2,3:00,Not Home,Lose
104,37.5,1:00,Not Home,Lose
72,37.3,22:00,Not Home,Win
69,37.8,3:00,Home,Win
67,37.2,1:00,Home,Win
99,36.6,6:00,Home,Win
103,36.5,9:00,Home,Win
113,35.7,5:00,Home,Lose
105,38.9,11:00,Not Home,Lose
62,39.2,10:00,Not Home,Lose
119,39.3,23:00,Home,Lose
100,36.2,4:00,Home,Win
84,37,5:00,Not Home,Lose
102,37.5,6:00,Not Home,Lose
80,38.8,13:00,Not Home,Lose
78,35.4,20:00,Home,Win
55,35.7,2:00,Home,Win
94,38.5,1:00,Home,Lose
74,38.4,3:00,Not Home,Lose
113,35.7,12:00,Not Home,Lose
93,38.2,1:00,Home,Lose
64,39.5,21:00,Not Home,Lose
108,37.9,7:00,Not Home,Lose
93,38,12:00,Not Home,Lose
80,36.4,22:00,Not Home,Win
63,37.1,8:00,Home,Win
104,38.1,8:00,Not Home,Lose
74,38.6,20:00,Home,Win
72,37.1,19:00,Home,Win
88,38.2,11:00,Not Home,Lose
84,36.4,1:00,Not Home,Lose
88,37.3,10:00,Not Home,Win
72,36.1,20:00,Home,Win
53,39.5,4:00,Home,Lose
119,38.2,15:00,Home,Lose
67,37.3,10:00,Not Home,Win
75,36.5,18:00,Home,Win
51,38.4,8:00,Not Home,Lose
112,37.5,9:00,Not Home,Lose
102,36.7,12:00,Home,Win
92,37.2,4:00,Not Home,Lose
65,38.6,6:00,Home,Lose
108,36.4,1:00,Not Home,Lose
76,37.7,20:00,Home,Win
115,35.9,5:00,Not Home,Lose
92,36.6,1:00,Home,Win
97,38.7,23:00,Not Home,Lose
115,35.7,7:00,Not Home,Lose
84,35.3,15:00,Home,Win
83,37.1,14:00,Home,Win
118,35.7,4:00,Home,Lose
87,38.2,6:00,Not Home,Lose
114,39.3,13:00,Home,Lose
110,38.3,5:00,Home,Lose
92,35.4,1:00,Not Home,Lose
117,37.9,11:00,Home,Lose
86,39,10:00,Not Home,Lose
89,38.5,12:00,Not Home,Lose
89,38,9:00,Home,Win
78,37.5,8:00,Home,Win
112,35.6,3:00,Not Home,Lose
72,36.4,16:00,Not Home,Win
64,38.4,21:00,Home,Win
84,38.5,5:00,Not Home,Lose
61,39.1,21:00,Not Home,Lose
105,35.4,3:00,Home,Win
103,37.5,9:00,Not Home,Lose
63,39.5,23:00,Not Home,Lose
77,39.1,12:00,Not Home,Lose
101,38.6,9:00,Home,Lose
55,37.7,9:00,Home,Win
119,38.9,18:00,Home,Lose
84,39.1,19:00,Home,Win
71,35.6,8:00,Home,Win
66,36.2,1:00,Not Home,Lose
61,38.1,22:00,Home,Win
79,37.2,5:00,Home,Win
50,36.6,4:00,Not Home,Lose
61,37.9,23:00,Not Home,Lose
73,36,4:00,Not Home,Lose
59,37,10:00,Home,Win
76,35.5,1:00,Home,Win
64,37.1,22:00,Not Home,Win
93,39.4,0:00,Not Home,Lose
64,38.5,23:00,Not Home,Lose
52,36.3,11:00,Not Home,Win
66,37.2,0:00,Not Home,Lose
64,38,23:00,Not Home,Lose
51,36.8,23:00,Not Home,Lose
69,36.7,13:00,Home,Win
117,37.2,2:00,Not Home,Lose
89,35.8,15:00,Not Home,Win
70,37.8,0:00,Not Home,Lose
59,39.5,22:00,Home,Win
103,38.1,3:00,Not Home,Lose
101,37.7,14:00,Not Home,Win
78,35.5,22:00,Not Home,Win
90,38.1,16:00,Home,Win
83,38,23:00,Home,Win
84,37,23:00,Not Home,Lose
62,35.8,5:00,Home,Win
87,36.4,19:00,Not Home,Win
87,35.6,17:00,Home,Win
64,37.1,9:00,Home,Win
66,36.8,10:00,Not Home,Win
83,36.6,20:00,Not Home,Win
54,38.6,3:00,Home,Lose
50,35,10:00,Not Home,Win
70,35.6,11:00,Not Home,Win
96,37.4,12:00,Home,Win
117,35.9,5:00,Home,Lose
81,39.4,10:00,Home,Win
58,37.1,17:00,Not Home,Win
103,36.9,9:00,Not Home,Lose
67,35.3,14:00,Home,Win
79,38.3,10:00,Not Home,Lose
96,35.6,12:00,Home,Win
104,36.5,19:00,Not Home,Win
107,39,7:00,Not Home,Lose
79,36.2,18:00,Not Home,Win
66,37.9,14:00,Home,Win
60,36.6,14:00,Home,Win
77,37.5,6:00,Home,Win
91,35.5,16:00,Home,Win
97,35,2:00,Home,Win
65,38.2,13:00,Home,Win
73,38.1,18:00,Home,Win
85,39.3,4:00,Home,Lose
102,37,23:00,Not Home,Lose
99,38.8,7:00,Not Home,Lose
84,38.9,18:00,Not Home,Lose
98,35,16:00,Not Home,Win
85,38.5,12:00,Home,Win
100,38.4,4:00,Home,Lose
67,38.3,14:00,Home,Win
116,38.1,4:00,Home,Lose
86,35.6,0:00,Home,Win
68,39.2,5:00,Home,Lose
75,35.5,3:00,Home,Win
112,38.4,21:00,Not Home,Lose
90,39.5,18:00,Home,Win
108,35.7,22:00,Home,Win
68,36.7,12:00,Home,Win
